PAC ID,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,State
143359315.0,226.0,57.0,25.22,CA
143359844.0,2757.0,32.0,1.16,CA
143364240.0,8353.0,357.0,4.27,FL
143364265.0,218.0,66.0,30.28,SD
143366609.0,708.0,20.0,2.82,DC
143368506.0,1161.0,42.0,3.62,IN
143368951.0,599.0,39.0,6.51,NJ
143372086.0,250.0,14.0,5.6,MI
143372409.0,516.0,141.0,27.33,CA
143372888.0,192.0,32.0,16.67,IL
143373332.0,2299.0,169.0,7.35,CT
143374785.0,386.0,26.0,6.74,CO
143375238.0,2430.0,51.0,2.1,AZ
143376228.0,98.0,0.0,0.0,WA
143376384.0,474.0,20.0,4.22,NV
143377739.0,443.0,312.0,70.43,VA
143386862.0,97.0,30.0,30.93,CO
143387191.0,295.0,45.0,15.25,AZ
143388769.0,17021.0,264.0,1.55,FL
143390021.0,1522.0,209.0,13.73,NC
143397588.0,215.0,27.0,12.56,CO
143403915.0,14224.0,941.0,6.62,FL
143414300.0,713.0,16.0,2.24,IL
143416396.0,9261.0,572.0,6.18,OH
143417154.0,104.0,29.0,27.88,AZ
143417345.0,207.0,37.0,17.87,CA
143440123.0,154.0,23.0,14.94,NH
143440370.0,141.0,17.0,12.06,FL
143441584.0,279.0,24.0,8.6,WA
143443739.0,108.0,19.0,17.59,CA
143445767.0,160.0,41.0,25.62,OR
143449827.0,195.0,12.0,6.15,FL
143450551.0,185.0,24.0,12.97,NY
143453308.0,2844.0,137.0,4.82,MI
143455048.0,214.0,11.0,5.14,WA
143456277.0,886.0,15.0,1.69,IA
143457283.0,2016.0,106.0,5.26,AR
143461350.0,287.0,96.0,33.45,GA
143462036.0,546.0,42.0,7.69,LA
143462739.0,4162.0,159.0,3.82,NY
143468306.0,8924.0,231.0,2.59,AL
143469866.0,687.0,14.0,2.04,MD
143476051.0,406.0,39.0,9.61,CO
143477349.0,3123.0,87.0,2.79,PA
143478644.0,1508.0,95.0,6.3,WA
143482745.0,300.0,38.0,12.67,FL
143486894.0,267.0,19.0,7.12,WA
143489757.0,3649.0,266.0,7.29,CA
143496141.0,19980.0,1025.0,5.13,PA
143499350.0,357.0,28.0,7.84,LA
143536813.0,123.0,23.0,18.7,WA
244120160.0,977.0,530.0,54.25,FL
244120475.0,266.0,70.0,26.32,IL
244121812.0,1381.0,114.0,8.25,MI
244122182.0,4073.0,44.0,1.08,FL
244122356.0,179.0,35.0,19.55,MI
244125219.0,453.0,181.0,39.96,CA
244125847.0,30252.0,2499.0,8.26,MI
244128627.0,207.0,25.0,12.08,CA
244129534.0,255.0,68.0,26.67,MI
244131829.0,11608.0,249.0,2.15,FL
244134294.0,349.0,70.0,20.06,WI
244135572.0,103.0,36.0,34.95,MI
244136828.0,1582.0,1170.0,73.96,MO
244137974.0,215.0,34.0,15.81,TX
244142883.0,66.0,15.0,22.73,MI
244143360.0,282.0,71.0,25.18,NV
244144632.0,20482.0,467.0,2.28,OH
244200574.0,366.0,72.0,19.67,CA
244200814.0,84.0,19.0,22.62,NY
244201325.0,113.0,41.0,36.28,FL
244201481.0,9377.0,245.0,2.61,TX
244202935.0,123.0,0.0,0.0,CA
244203826.0,479.0,128.0,26.72,PA
244205193.0,190.0,55.0,28.95,CA
244209161.0,213.0,39.0,18.31,PA
244209534.0,151.0,40.0,26.49,OH
244211332.0,386.0,13.0,3.37,CO
244212082.0,19591.0,209.0,1.07,IN
244212454.0,19590.0,749.0,3.82,MS
244212777.0,94.0,23.0,24.47,CA
244212991.0,193.0,59.0,30.57,OR
244213361.0,173.0,30.0,17.34,TX
244213437.0,431.0,37.0,8.58,PA
244214708.0,1444.0,398.0,27.56,TX
244218634.0,6680.0,325.0,4.87,TX
244219103.0,150.0,15.0,10.0,IN
244219194.0,8760.0,721.0,8.23,MI
244222818.0,553.0,76.0,13.74,MO
244223063.0,67.0,11.0,16.42,MA
244223659.0,303.0,14.0,4.62,CA
244226983.0,429.0,44.0,10.26,OH
244228021.0,2234.0,32.0,1.43,IN
244229227.0,11889.0,112.0,0.94,PR
244229789.0,413.0,64.0,15.5,NV
244236339.0,1179.0,20.0,1.7,TN
244237493.0,553.0,29.0,5.24,MA
244238822.0,298.0,97.0,32.55,GA
244240448.0,458.0,21.0,4.59,TX
244245314.0,8923.0,533.0,5.97,MI
244246262.0,9672.0,1121.0,11.59,WV
244247203.0,4147.0,247.0,5.96,MN
244250199.0,189.0,11.0,5.82,LA
244255032.0,7161.0,17.0,0.24,NY
244255636.0,10927.0,451.0,4.13,AZ
244258689.0,886.0,42.0,4.74,PA
244258903.0,263.0,21.0,7.98,NC
244263275.0,150.0,38.0,25.33,NJ
244264596.0,232.0,25.0,10.78,MI
244267037.0,3066.0,133.0,4.34,IL
244268639.0,122.0,28.0,22.95,MA
244268761.0,22.0,13.0,59.09,OR
244269132.0,6297.0,81.0,1.29,KY
244271278.0,276.0,71.0,25.72,HI
244272987.0,362.0,51.0,14.09,FL
244273316.0,2347.0,167.0,7.12,CA
244278562.0,306.0,77.0,25.16,CA
244281012.0,72.0,18.0,25.0,CA
244282051.0,6677.0,447.0,6.69,NY
244283935.0,9497.0,516.0,5.43,OK
244284552.0,16258.0,504.0,3.1,IN
244284958.0,392.0,126.0,32.14,FL
244286938.0,357.0,12.0,3.36,OH
244290633.0,307.0,21.0,6.84,KY
244292043.0,4580.0,198.0,4.32,IL
244292282.0,212.0,27.0,12.74,CA
244293348.0,5160.0,132.0,2.56,GA
244294064.0,110.0,35.0,31.82,MD
244294700.0,97.0,33.0,34.02,IL
244296879.0,250.0,68.0,27.2,KS
244301422.0,14921.0,559.0,3.75,AL
244303998.0,365.0,41.0,11.23,TX
244306413.0,228.0,56.0,24.56,TN
244312015.0,232.0,45.0,19.4,CA
244316628.0,2484.0,0.0,0.0,MN
244321719.0,405.0,122.0,30.12,NJ
244322618.0,142.0,36.0,25.35,MI
244328177.0,286.0,68.0,23.78,NE
244328250.0,6987.0,246.0,3.52,TX
244331239.0,2982.0,29.0,0.97,GA
244336980.0,265.0,63.0,23.77,CA
244339034.0,42.0,17.0,40.48,PA
244354264.0,134.0,17.0,12.69,MA
244354967.0,3899.0,295.0,7.57,MA
244355121.0,7796.0,203.0,2.6,CA
244355238.0,149.0,42.0,28.19,IL
244356491.0,411.0,103.0,25.06,SC
244361467.0,3258.0,0.0,0.0,WV
244365047.0,135.0,31.0,22.96,CA
244365187.0,356.0,30.0,8.43,AR
244365575.0,3733.0,179.0,4.8,CA
244366185.0,111.0,28.0,25.23,NV
244371490.0,348.0,19.0,5.46,NM
244372456.0,5583.0,278.0,4.98,NY
244374205.0,11270.0,346.0,3.07,VA
244375012.0,441.0,88.0,19.95,TX
244376226.0,5750.0,455.0,7.91,PA
244376242.0,89.0,38.0,42.7,MO
244379378.0,1830.0,54.0,2.95,CO
244379469.0,272.0,13.0,4.78,AL
244383263.0,758.0,47.0,6.2,CA
244384170.0,4826.0,63.0,1.31,NV
244384543.0,380.0,68.0,17.89,GA
244385052.0,417.0,45.0,10.79,NY
244386829.0,385.0,30.0,7.79,OH
244388403.0,443.0,163.0,36.79,LA
244390722.0,350.0,46.0,13.14,AZ
244392082.0,237.0,45.0,18.99,CA
244396976.0,111.0,11.0,9.91,WV
244399491.0,125.0,40.0,32.0,CA
244400109.0,142.0,18.0,12.68,MD
244400430.0,199.0,15.0,7.54,IL
244400828.0,239.0,21.0,8.79,IL
244402196.0,14320.0,1412.0,9.86,FL
244403806.0,172.0,42.0,24.42,MD
244405637.0,3146.0,81.0,2.57,WI
244408466.0,199.0,55.0,27.64,NH
244410462.0,3905.0,111.0,2.84,ID
244410611.0,267.0,63.0,23.6,NM
244411502.0,261.0,39.0,14.94,TX
244415396.0,1587.0,22.0,1.39,TX
244418150.0,108.0,31.0,28.7,MD
244419547.0,237.0,14.0,5.91,CO
244423945.0,6279.0,180.0,2.87,TX
244424828.0,558.0,119.0,21.33,OR
244428290.0,330.0,24.0,7.27,NY
244428852.0,452.0,140.0,30.97,AZ
244457356.0,256.0,14.0,5.47,MI
244458008.0,4623.0,282.0,6.1,FL
244458107.0,267.0,14.0,5.24,MT
244466613.0,238.0,73.0,30.67,MO
244468544.0,631.0,21.0,3.33,MS
244471068.0,651.0,22.0,3.38,MO
244472660.0,164.0,36.0,21.95,CT
244472827.0,135.0,14.0,10.37,CA
244474112.0,207.0,12.0,5.8,ND
244474872.0,242.0,15.0,6.2,MI
244479442.0,102.0,17.0,16.67,CA
244481844.0,366.0,103.0,28.14,LA
244481893.0,3401.0,85.0,2.5,NY
244482008.0,162.0,13.0,8.02,NJ
244482354.0,1736.0,132.0,7.6,WV
244488716.0,182.0,11.0,6.04,AL
244489607.0,2261.0,80.0,3.54,AL
244496610.0,373.0,31.0,8.31,MA
244497972.0,242.0,20.0,8.26,TN
345131223.0,76.0,26.0,34.21,NY
345133013.0,15110.0,943.0,6.24,OK
345133435.0,5680.0,380.0,6.69,CO
345134177.0,543.0,73.0,13.44,TN
345134300.0,281.0,37.0,13.17,CA
345136354.0,233.0,69.0,29.61,FL
345136891.0,20194.0,1774.0,8.78,TX
345139770.0,14699.0,463.0,3.15,MS
345142824.0,282.0,26.0,9.22,MI
345144465.0,12783.0,342.0,2.68,GA
345147013.0,11950.0,368.0,3.08,PA
345147997.0,230.0,76.0,33.04,NY
345148011.0,145.0,15.0,10.34,CA
345150959.0,11403.0,216.0,1.89,CA
345152666.0,809.0,277.0,34.24,AR
345200556.0,452.0,101.0,22.35,TN
345203279.0,674.0,24.0,3.56,FL
345205878.0,3163.0,97.0,3.07,CA
345207411.0,5567.0,62.0,1.11,NJ
345207825.0,201.0,43.0,21.39,NJ
345210969.0,538.0,34.0,6.32,ID
345211264.0,446.0,177.0,39.69,MN
345211439.0,2561.0,18.0,0.7,OH
345211504.0,134.0,61.0,45.52,MA
345212080.0,70.0,11.0,15.71,MD
345212098.0,3491.0,95.0,2.72,UT
345213070.0,3295.0,166.0,5.04,SC
345215745.0,12375.0,1098.0,8.87,MI
345216420.0,81.0,25.0,30.86,CA
345216982.0,152.0,43.0,28.29,MO
345218939.0,29185.0,187.0,0.64,FL
345219929.0,565.0,17.0,3.01,TX
345224283.0,6563.0,1088.0,16.58,OH
345225355.0,18.0,0.0,0.0,SC
345231098.0,4615.0,236.0,5.11,AZ
345231932.0,263.0,19.0,7.22,GA
345232286.0,852.0,33.0,3.87,NV
345233219.0,370.0,53.0,14.32,MI
345233938.0,376.0,108.0,28.72,FL
345239562.0,313.0,64.0,20.45,CA
345241774.0,2342.0,65.0,2.78,TN
345242947.0,339.0,45.0,13.27,TX
345247185.0,2279.0,28.0,1.23,LA
345247714.0,8099.0,115.0,1.42,KY
345247912.0,224.0,38.0,16.96,CA
345249025.0,377.0,17.0,4.51,IL
345249934.0,14236.0,18.0,0.13,LA
345249967.0,361.0,62.0,17.17,NY
345254272.0,375.0,120.0,32.0,FL
345255378.0,45.0,11.0,24.44,CO
345257671.0,21881.0,1010.0,4.62,TN
345259610.0,200.0,31.0,15.5,NY
345259990.0,513.0,39.0,7.6,IL
345260105.0,3957.0,123.0,3.11,OH
345260915.0,324.0,0.0,0.0,FL
345261947.0,659.0,224.0,33.99,NC
345263851.0,22.0,0.0,0.0,NJ
345264362.0,18150.0,1118.0,6.16,AL
345264594.0,1044.0,282.0,27.01,LA
345265203.0,17279.0,495.0,2.86,WI
345268751.0,1328.0,79.0,5.95,GA
345270567.0,10087.0,244.0,2.42,SC
345271946.0,4282.0,67.0,1.56,MD
345273579.0,165.0,34.0,20.61,IL
345275947.0,7339.0,197.0,2.68,NY
345276713.0,227.0,52.0,22.91,CA
345277141.0,5109.0,335.0,6.56,MO
345277406.0,455.0,0.0,0.0,NY
345280491.0,474.0,36.0,7.59,NM
345281564.0,10025.0,445.0,4.44,LA
345283438.0,7257.0,37.0,0.51,KY
345290797.0,474.0,145.0,30.59,LA
345294559.0,11733.0,344.0,2.93,OH
345295598.0,1393.0,28.0,2.01,IN
345295994.0,10333.0,253.0,2.45,PA
345296463.0,2226.0,43.0,1.93,MO
345301008.0,15264.0,2627.0,17.21,KY
345302451.0,81.0,12.0,14.81,FL
345304754.0,98.0,17.0,17.35,NY
345308292.0,37.0,19.0,51.35,CA
345313854.0,4471.0,56.0,1.25,WV
345314738.0,109.0,37.0,33.94,MD
345315040.0,2259.0,152.0,6.73,WA
345318366.0,427.0,23.0,5.39,OH
345326880.0,132.0,40.0,30.3,MI
345328290.0,386.0,16.0,4.15,SC
345331997.0,370.0,45.0,12.16,MO
345335162.0,5116.0,231.0,4.52,PA
345339149.0,809.0,28.0,3.46,OH
345339370.0,670.0,172.0,25.67,AZ
345341517.0,172.0,30.0,17.44,KY
345342226.0,390.0,28.0,7.18,TX
345349528.0,3324.0,167.0,5.02,TX
345349775.0,333.0,24.0,7.21,LA
345372033.0,6317.0,782.0,12.38,MI
345372363.0,6375.0,4890.0,76.71,MO
345374278.0,397.0,17.0,4.28,FL
345375093.0,17901.0,727.0,4.06,OH
345378501.0,286.0,77.0,26.92,TX
345381992.0,298.0,64.0,21.48,MO
345385415.0,2678.0,196.0,7.32,NE
345386348.0,1446.0,13.0,0.9,NJ
345391835.0,26178.0,1970.0,7.53,MO
345393070.0,295.0,22.0,7.46,MA
345393351.0,268.0,78.0,29.1,NV
345394938.0,365.0,30.0,8.22,MI
345395018.0,226.0,62.0,27.43,IN
345396453.0,500.0,29.0,5.8,IL
345396511.0,181.0,16.0,8.84,MI
345398558.0,254.0,59.0,23.23,PA
345406385.0,593.0,132.0,22.26,NC
345410023.0,662.0,26.0,3.93,FL
345411591.0,210.0,14.0,6.67,WA
345412656.0,287.0,27.0,9.41,OK
345413696.0,682.0,130.0,19.06,TN
345420089.0,408.0,101.0,24.75,NY
345420360.0,2269.0,142.0,6.26,KS
345420766.0,121.0,30.0,24.79,CA
345422044.0,1698.0,0.0,0.0,CA
345423455.0,216.0,62.0,28.7,TX
345434262.0,1689.0,121.0,7.16,GA
345434304.0,1352.0,20.0,1.48,GA
345435657.0,6442.0,234.0,3.63,NV
345436325.0,5287.0,357.0,6.75,OR
345437372.0,6036.0,105.0,1.74,GA
345460846.0,1152.0,56.0,4.86,MO
345462271.0,349.0,45.0,12.89,MD
345462602.0,323.0,11.0,3.41,NY
345468732.0,351.0,12.0,3.42,NY
345468849.0,69.0,16.0,23.19,SC
345469011.0,45.0,18.0,40.0,TX
345469367.0,84.0,26.0,30.95,MD
345469854.0,348.0,35.0,10.06,FL
345473674.0,185.0,44.0,23.78,MI
345474524.0,316.0,31.0,9.81,OH
345474839.0,1411.0,168.0,11.91,GA
345481438.0,4810.0,146.0,3.04,GA
345481602.0,87.0,17.0,19.54,CO
345482154.0,2338.0,44.0,1.88,GA
345483889.0,542.0,38.0,7.01,CA
345483905.0,14241.0,1267.0,8.9,MO
345484630.0,224.0,15.0,6.7,TX
345485017.0,311.0,27.0,8.68,AZ
345488177.0,503.0,72.0,14.31,IN
345490447.0,1014.0,91.0,8.97,MI
345495255.0,161.0,13.0,8.07,TX
345496246.0,1510.0,128.0,8.48,CO
345553236.0,398.0,27.0,6.78,AZ
345562617.0,1530.0,0.0,0.0,CT
345564886.0,659.0,32.0,4.86,LA
345565396.0,63.0,13.0,20.63,MA
446140032.0,99.0,17.0,17.17,MI
446140800.0,406.0,85.0,20.94,KS
446140966.0,7643.0,410.0,5.36,CA
446144026.0,8238.0,172.0,2.09,OR
446145064.0,271.0,102.0,37.64,CA
446150114.0,202.0,62.0,30.69,MO
446157614.0,7890.0,461.0,5.84,OH
446158711.0,182.0,40.0,21.98,CA
446163299.0,1427.0,220.0,15.42,CA
446163562.0,600.0,44.0,7.33,NJ
446169478.0,2081.0,62.0,2.98,TX
446201602.0,328.0,94.0,28.66,NV
446205785.0,468.0,101.0,21.58,FL
446206585.0,537.0,0.0,0.0,NY
446209613.0,95.0,33.0,34.74,CA
446211767.0,5257.0,213.0,4.05,CA
446212088.0,197.0,54.0,27.41,TX
446212443.0,276.0,65.0,23.55,WA
446212856.0,4035.0,158.0,3.92,CO
446214167.0,184.0,24.0,13.04,FL
446217194.0,452.0,45.0,9.96,TX
446220529.0,6169.0,64.0,1.04,MA
446223127.0,5001.0,67.0,1.34,WV
446223812.0,293.0,89.0,30.38,TX
446224109.0,7801.0,495.0,6.35,MD
446227284.0,132.0,40.0,30.3,TX
446232771.0,8252.0,929.0,11.26,KY
446233076.0,1910.0,957.0,50.1,TX
446235410.0,189.0,23.0,12.17,IL
446235774.0,4134.0,284.0,6.87,CA
446238554.0,1175.0,42.0,3.57,LA
446243059.0,130.0,40.0,30.77,MD
446243802.0,1513.0,41.0,2.71,FL
446244099.0,107.0,40.0,37.38,NV
446246052.0,136.0,37.0,27.21,AL
446246508.0,356.0,71.0,19.94,KY
446248538.0,2886.0,163.0,5.65,AZ
446250047.0,120.0,62.0,51.67,CT
446252043.0,2921.0,2088.0,71.48,PA
446253405.0,205.0,44.0,21.46,CA
446253512.0,4070.0,17.0,0.42,GA
446256713.0,4684.0,2141.0,45.71,TX
446258057.0,169.0,68.0,40.24,MO
446260202.0,3177.0,280.0,8.81,MO
446263867.0,254.0,57.0,22.44,CA
446265193.0,95.0,15.0,15.79,CA
446267744.0,4697.0,494.0,10.52,FL
446269534.0,4887.0,81.0,1.66,PA
446269963.0,116.0,20.0,17.24,WA
446270375.0,5036.0,230.0,4.57,WA
446274005.0,199.0,32.0,16.08,CA
446275291.0,835.0,81.0,9.7,OH
446279830.0,455.0,21.0,4.62,IL
446280036.0,7245.0,246.0,3.4,RI
446280739.0,14353.0,943.0,6.57,FL
446282586.0,2886.0,93.0,3.22,WA
446285936.0,10823.0,1561.0,14.42,GA
446287510.0,32761.0,2153.0,6.57,CA
446287585.0,241.0,61.0,25.31,MI
446289003.0,6840.0,57.0,0.83,LA
446290555.0,18226.0,786.0,4.31,NJ
446291132.0,58.0,15.0,25.86,OR
446296578.0,444.0,120.0,27.03,MS
446296883.0,692.0,34.0,4.91,SC
446297139.0,119.0,12.0,10.08,MN
446299424.0,128.0,29.0,22.66,CA
446300784.0,144.0,12.0,8.33,OH
446305239.0,136.0,42.0,30.88,KY
446307417.0,121.0,20.0,16.53,CA
446313449.0,273.0,41.0,15.02,MI
