PAC ID,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,State
2365417649.0,376.0,13.0,3.46,PA
2365433638.0,6150.0,72.0,1.17,NY
2365439577.0,540.0,28.0,5.19,GU
2365440351.0,11883.0,1433.0,12.06,SC
2365442027.0,359.0,25.0,6.96,OH
2365444635.0,5454.0,49.0,0.9,NY
2365454840.0,7549.0,67.0,0.89,NY
2365457579.0,394.0,39.0,9.9,MA
2365473386.0,3440.0,60.0,1.74,IL
2365473444.0,9813.0,104.0,1.06,IL
2365477015.0,433.0,30.0,6.93,MI
2365481330.0,7514.0,105.0,1.4,MA
2365497583.0,347.0,70.0,20.17,WI
2365505336.0,1609.0,0.0,0.0,CA
2365508512.0,399.0,51.0,12.78,TX
2365511375.0,8980.0,570.0,6.35,FL
2365512597.0,4347.0,257.0,5.91,SC
2365513330.0,7161.0,298.0,4.16,TX
2365514262.0,705.0,49.0,6.95,WV
2365517406.0,1506.0,14.0,0.93,OH
2365519253.0,10944.0,545.0,4.98,FL
2365521952.0,295.0,45.0,15.25,KS
2365524253.0,22012.0,1569.0,7.13,MI
2365536018.0,952.0,0.0,0.0,MI
2365536752.0,1764.0,86.0,4.88,CO
2365542552.0,11260.0,194.0,1.72,NY
2365566080.0,1517.0,37.0,2.44,NJ
2365572203.0,7701.0,240.0,3.12,IL
2365579463.0,8967.0,102.0,1.14,FL
2365583192.0,205.0,13.0,6.34,NY
2365583937.0,2714.0,41.0,1.51,FL
2365584208.0,3896.0,59.0,1.51,FL
2365588340.0,374.0,23.0,6.15,CA
2365588837.0,288.0,17.0,5.9,FL
2365589033.0,87.0,24.0,27.59,KS
2365589389.0,453.0,22.0,4.86,MA
2365594173.0,12840.0,324.0,2.52,GA
2365597333.0,1455.0,15.0,1.03,KY
2365601762.0,5198.0,62.0,1.19,NJ
2365608759.0,218.0,15.0,6.88,GA
2365611076.0,248.0,11.0,4.44,GA
2365611100.0,24363.0,1272.0,5.22,NC
2365614013.0,3699.0,138.0,3.73,TX
2365615929.0,4223.0,274.0,6.49,NM
2365634086.0,4891.0,142.0,2.9,VA
2365636354.0,9287.0,1144.0,12.32,OK
2365671930.0,376.0,32.0,8.51,FL
2365674322.0,62.0,0.0,0.0,MI
2365680360.0,1093.0,467.0,42.73,LA
2365683307.0,7161.0,361.0,5.04,MI
2365683356.0,193.0,14.0,7.25,GA
2365684107.0,12145.0,772.0,6.36,IL
2365685138.0,255.0,11.0,4.31,MI
2365685757.0,161.0,15.0,9.32,WA
2365686110.0,5829.0,83.0,1.42,PA
2365692431.0,7235.0,231.0,3.19,WI
2365693173.0,289.0,16.0,5.54,FL
2365695624.0,224.0,19.0,8.48,OR
2365752235.0,1980.0,1147.0,57.93,GA
2365753365.0,469.0,14.0,2.99,MD
2466347877.0,12327.0,84.0,0.68,FL
2466352786.0,19564.0,215.0,1.1,FL
2466354063.0,1776.0,36.0,2.03,OK
2466357298.0,5867.0,311.0,5.3,TX
2466358734.0,2668.0,49.0,1.84,FL
2466359682.0,78.0,11.0,14.1,MI
2466410279.0,245.0,13.0,5.31,IA
2466421136.0,1535.0,200.0,13.03,FL
2466421490.0,6332.0,131.0,2.07,CA
2466429725.0,10391.0,558.0,5.37,MI
2466434287.0,16061.0,955.0,5.95,FL
2466436506.0,5148.0,23.0,0.45,PR
2466439781.0,2477.0,45.0,1.82,NM
2466440391.0,25654.0,1582.0,6.17,FL
2466444310.0,13.0,0.0,0.0,WV
2466449863.0,2847.0,24.0,0.84,GU
2466452743.0,422.0,17.0,4.03,WA
2466453808.0,211.0,16.0,7.58,MI
2466458500.0,1813.0,77.0,4.25,TX
2466466800.0,4665.0,65.0,1.39,NY
2466467782.0,2298.0,0.0,0.0,NY
2466479555.0,3587.0,96.0,2.68,OH
2466482930.0,4610.0,103.0,2.23,FL
2466483078.0,282.0,11.0,3.9,MT
2466485701.0,16800.0,670.0,3.99,FL
2466486378.0,6922.0,266.0,3.84,OH
2466498670.0,290.0,11.0,3.79,AL
2466502612.0,606.0,0.0,0.0,TX
2466506191.0,10408.0,198.0,1.9,TX
2466508643.0,1424.0,662.0,46.49,TX
2466513718.0,404.0,44.0,10.89,FL
2466516042.0,666.0,13.0,1.95,CA
2466521810.0,16758.0,419.0,2.5,VA
2466529706.0,827.0,65.0,7.86,FL
2466529847.0,483.0,13.0,2.69,NY
2466533500.0,3771.0,23.0,0.61,CA
2466537915.0,13518.0,727.0,5.38,SD
2466538194.0,11635.0,739.0,6.35,FL
2466545900.0,178.0,16.0,8.99,NY
2466552609.0,148.0,45.0,30.41,MI
2466553599.0,4793.0,182.0,3.8,NY
2466553789.0,238.0,12.0,5.04,VA
2466558762.0,3635.0,452.0,12.43,MI
2466578612.0,609.0,48.0,7.88,IL
2466580980.0,284.0,0.0,0.0,CO
2466584321.0,2968.0,24.0,0.81,TX
2466584545.0,4016.0,136.0,3.39,NY
2466588710.0,624.0,58.0,9.29,SC
2466588769.0,11267.0,258.0,2.29,OH
2466598354.0,6752.0,210.0,3.11,TX
2466621073.0,604.0,42.0,6.95,NC
2466623913.0,338.0,33.0,9.76,MD
2466641618.0,998.0,17.0,1.7,IL
2466645585.0,737.0,18.0,2.44,FL
2466670609.0,17.0,0.0,0.0,VA
2466696190.0,173.0,17.0,9.83,GA
2466742747.0,166.0,17.0,10.24,NJ
2466760806.0,3080.0,97.0,3.15,NJ
2466765144.0,456.0,34.0,7.46,IL
2466766027.0,1291.0,0.0,0.0,PA
2466774542.0,364.0,12.0,3.3,PA
2567358260.0,4932.0,208.0,4.22,CA
2567366297.0,4372.0,316.0,7.23,MI
2567369820.0,113.0,17.0,15.04,MD
2567370760.0,6152.0,135.0,2.19,CA
2567373103.0,9410.0,129.0,1.37,CA
2567376429.0,7873.0,731.0,9.28,KY
2567404718.0,21008.0,586.0,2.79,TX
2567409600.0,13312.0,1333.0,10.01,PA
2567420219.0,2641.0,64.0,2.42,NV
2567421183.0,668.0,30.0,4.49,CA
2567422272.0,15743.0,973.0,6.18,CA
2567426380.0,3930.0,61.0,1.55,MD
2567429012.0,6685.0,667.0,9.98,NJ
2567434814.0,7521.0,249.0,3.31,PA
2567435597.0,75.0,39.0,52.0,MA
2567437593.0,540.0,17.0,3.15,MO
2567437809.0,2539.0,67.0,2.64,NY
2567443450.0,15089.0,297.0,1.97,NC
2567447873.0,179.0,76.0,42.46,TX
2567449671.0,10874.0,269.0,2.47,TN
2567454648.0,15791.0,493.0,3.12,NY
2567455140.0,16162.0,2013.0,12.46,AZ
2567456700.0,187.0,56.0,29.95,UT
2567457914.0,2490.0,29.0,1.16,KS
2567463821.0,2816.0,195.0,6.92,AZ
2567471626.0,507.0,34.0,6.71,OH
2567479819.0,1302.0,45.0,3.46,AZ
2567484900.0,329.0,0.0,0.0,NY
2567485352.0,314.0,23.0,7.32,VA
2567487309.0,4619.0,147.0,3.18,MS
2567488612.0,1180.0,475.0,40.25,OK
2567490188.0,6502.0,257.0,3.95,PA
2567490311.0,270.0,27.0,10.0,PA
2567491814.0,37337.0,630.0,1.69,PA
2567493117.0,8371.0,116.0,1.39,NH
2567503535.0,4921.0,319.0,6.48,AZ
2567509607.0,9935.0,669.0,6.73,KS
2567512866.0,16739.0,165.0,0.99,FL
2567520984.0,217.0,21.0,9.68,KS
2567527450.0,3387.0,90.0,2.66,TX
2567529043.0,12296.0,451.0,3.67,AL
2567529860.0,1894.0,55.0,2.9,CA
2567537772.0,4324.0,213.0,4.93,FL
2567537798.0,24670.0,567.0,2.3,LA
2567539554.0,5386.0,103.0,1.91,IL
2567546955.0,6954.0,168.0,2.42,NJ
2567554561.0,4167.0,85.0,2.04,GA
2567559685.0,2491.0,105.0,4.22,FL
2567564487.0,3166.0,119.0,3.76,NJ
2567565724.0,4145.0,104.0,2.51,FL
2567566995.0,13302.0,47.0,0.35,NY
2567569379.0,371.0,44.0,11.86,AL
2567586365.0,223.0,0.0,0.0,FL
2567591126.0,331.0,87.0,26.28,NY
2567593197.0,3495.0,208.0,5.95,OH
2567598063.0,1889.0,91.0,4.82,NC
2567605173.0,447.0,22.0,4.92,SC
2567606866.0,4766.0,253.0,5.31,CO
2567613243.0,5548.0,259.0,4.67,MI
2567613771.0,1612.0,11.0,0.68,CA
2567618051.0,6544.0,438.0,6.69,GA
2567618929.0,19458.0,812.0,4.17,TN
2567619745.0,340.0,15.0,4.41,PA
2567619810.0,79.0,0.0,0.0,IL
2567630205.0,425.0,40.0,9.41,FL
2567633084.0,292.0,11.0,3.77,CA
2567633142.0,2697.0,70.0,2.6,MA
2567634769.0,492.0,37.0,7.52,CA
2567635725.0,5423.0,0.0,0.0,TN
2567637093.0,202.0,11.0,5.45,TN
2567642390.0,3938.0,107.0,2.72,IL
2567644586.0,714.0,13.0,1.82,OH
2567646557.0,333.0,0.0,0.0,NY
2567656184.0,11775.0,831.0,7.06,TX
2567656499.0,6384.0,427.0,6.69,NY
2567657950.0,102457.0,5799.0,5.66,GA
2567658214.0,33783.0,292.0,0.86,FL
2567659048.0,219.0,14.0,6.39,CA
2567680598.0,11049.0,872.0,7.89,IL
2567683881.0,305.0,32.0,10.49,TX
2567684970.0,22.0,0.0,0.0,NV
2567689383.0,460.0,29.0,6.3,NV
2567693880.0,319.0,16.0,5.02,CA
2567760648.0,106.0,0.0,0.0,GA
2567775109.0,244.0,13.0,5.33,NY
2567776586.0,1349.0,121.0,8.97,FL
2567783947.0,245.0,24.0,9.8,MD
2567784168.0,2060.0,66.0,3.2,SC
2567786353.0,1641.0,11.0,0.67,AR
2668364738.0,11793.0,412.0,3.49,FL
2668369729.0,632.0,33.0,5.22,NJ
2668370305.0,11362.0,201.0,1.77,FL
2668373192.0,16903.0,1530.0,9.05,UT
2668375221.0,3005.0,85.0,2.83,FL
2668375486.0,6503.0,444.0,6.83,AR
2668378209.0,8140.0,99.0,1.22,FL
2668378829.0,2734.0,116.0,4.24,SC
2668379850.0,1828.0,35.0,1.91,FL
2668382466.0,7392.0,181.0,2.45,TX
2668402330.0,123.0,17.0,13.82,OH
2668405655.0,302.0,13.0,4.3,DE
2668406463.0,1312.0,28.0,2.13,AL
2668408857.0,643.0,48.0,7.47,MD
2668411935.0,151.0,63.0,41.72,MA
2668414285.0,191.0,108.0,56.54,CA
2668416447.0,547.0,0.0,0.0,CA
2668417486.0,4628.0,76.0,1.64,FL
2668417551.0,10783.0,365.0,3.38,NJ
2668426081.0,869.0,37.0,4.26,TX
2668430737.0,16442.0,506.0,3.08,AR
2668433251.0,7659.0,12.0,0.16,NY
2668436031.0,391.0,20.0,5.12,CO
2668436197.0,4981.0,100.0,2.01,MA
2668438797.0,572.0,16.0,2.8,TX
2668442195.0,6128.0,233.0,3.8,IN
2668445396.0,7078.0,320.0,4.52,OH
2668448341.0,2283.0,87.0,3.81,NE
2668460759.0,7976.0,198.0,2.48,AL
2668461716.0,6040.0,324.0,5.36,CA
2668461740.0,1234.0,53.0,4.29,WA
2668462284.0,5764.0,193.0,3.35,FL
2668462755.0,23006.0,735.0,3.19,DE
2668466467.0,2227.0,137.0,6.15,AZ
2668466517.0,5993.0,268.0,4.47,GA
2668470998.0,1482.0,857.0,57.83,FL
2668471434.0,97.0,12.0,12.37,CA
2668472093.0,2637.0,53.0,2.01,GA
2668472846.0,768.0,90.0,11.72,AZ
2668485137.0,7849.0,484.0,6.17,MI
2668486705.0,7681.0,233.0,3.03,FL
2668487067.0,97.0,11.0,11.34,MI
2668488131.0,1444.0,46.0,3.19,PA
2668488859.0,4600.0,178.0,3.87,TX
2668490087.0,9699.0,738.0,7.61,TN
2668495813.0,5548.0,100.0,1.8,FL
2668498486.0,5194.0,158.0,3.04,AZ
2668501842.0,5806.0,221.0,3.81,SD
2668512518.0,5530.0,527.0,9.53,TX
2668513342.0,389.0,33.0,8.48,IL
2668514811.0,12423.0,0.0,0.0,CA
2668518960.0,1006.0,0.0,0.0,OH
2668525098.0,4856.0,94.0,1.94,IL
2668530338.0,19831.0,1040.0,5.24,AR
2668555319.0,9831.0,674.0,6.86,NC
2668557927.0,633.0,13.0,2.05,TN
2668563487.0,2440.0,100.0,4.1,AL
2668563503.0,13550.0,240.0,1.77,FL
2668567298.0,10078.0,303.0,3.01,TX
2668567967.0,460.0,24.0,5.22,TN
2668574690.0,12983.0,1208.0,9.3,FL
2668575648.0,3916.0,119.0,3.04,CA
2668575663.0,805.0,137.0,17.02,SC
2668577826.0,17032.0,1015.0,5.96,GA
2668598194.0,1029.0,49.0,4.76,CA
2668598855.0,302.0,21.0,6.95,NJ
2668608449.0,595.0,0.0,0.0,NY
2668608621.0,277.0,13.0,4.69,CA
2668609215.0,359.0,34.0,9.47,CA
2668611575.0,343.0,37.0,10.79,IL
2668612177.0,281.0,14.0,4.98,TX
2668616293.0,3411.0,71.0,2.08,RI
2668620287.0,4801.0,373.0,7.77,CA
2668621525.0,11039.0,74.0,0.67,NY
2668624115.0,3452.0,68.0,1.97,OH
2668628371.0,332.0,17.0,5.12,FL
2668633017.0,9769.0,471.0,4.82,FL
2668648809.0,244.0,20.0,8.2,FL
2668650201.0,2854.0,129.0,4.52,SC
2668653155.0,4131.0,88.0,2.13,NV
2668654708.0,17.0,0.0,0.0,IL
2668656307.0,268.0,11.0,4.1,TX
2668659418.0,336.0,23.0,6.85,MI
2668665068.0,280.0,25.0,8.93,MI
2668667197.0,50.0,0.0,0.0,CA
2668696295.0,2140.0,147.0,6.87,AL
2668696956.0,834.0,72.0,8.63,UT
2668761792.0,454.0,12.0,2.64,OH
2668764077.0,254.0,14.0,5.51,LA
2668773060.0,212.0,13.0,6.13,MI
2668780339.0,2296.0,17.0,0.74,LA
2668797002.0,14150.0,805.0,5.69,FL
2769376896.0,3879.0,0.0,0.0,NY
2769378538.0,14665.0,1792.0,12.22,NY
2769379957.0,5142.0,123.0,2.39,CO
2769383975.0,1604.0,948.0,59.1,NJ
2769386382.0,7259.0,239.0,3.29,TX
2769394956.0,8476.0,185.0,2.18,NJ
2769396431.0,2991.0,74.0,2.47,NC
2769401140.0,16384.0,484.0,2.95,CT
2769403716.0,188.0,18.0,9.57,MD
2769404987.0,12290.0,526.0,4.28,FL
2769405224.0,1537.0,780.0,50.75,CA
2769408970.0,3514.0,309.0,8.79,TX
2769410398.0,211.0,26.0,12.32,MD
2769417906.0,122.0,12.0,9.84,MD
2769422237.0,144.0,13.0,9.03,MI
2769423425.0,386.0,55.0,14.25,WA
2769425487.0,10507.0,320.0,3.05,NC
2769430834.0,4584.0,84.0,1.83,CA
2769434554.0,7609.0,345.0,4.53,TX
2769434901.0,682.0,163.0,23.9,FL
2769434992.0,206.0,25.0,12.14,MI
2769439041.0,3141.0,86.0,2.74,CA
2769440635.0,3316.0,192.0,5.79,MI
2769444124.0,658.0,0.0,0.0,MA
2769444587.0,10719.0,681.0,6.35,WV
2769450618.0,5420.0,353.0,6.51,MI
2769453364.0,112.0,11.0,9.82,OH
2769456458.0,2970.0,86.0,2.9,NY
2769457290.0,169.0,49.0,28.99,NJ
2769457696.0,42.0,15.0,35.71,IL
2769472281.0,52.0,0.0,0.0,NY
2769474527.0,1834.0,31.0,1.69,TX
2769476191.0,2016.0,58.0,2.88,AZ
2769477942.0,8074.0,264.0,3.27,IL
2769484039.0,4597.0,124.0,2.7,KY
2769485473.0,6053.0,200.0,3.3,NC
2769487255.0,2159.0,19.0,0.88,CA
2769491570.0,176.0,23.0,13.07,WV
2769492453.0,9230.0,353.0,3.82,TN
2769492685.0,478.0,13.0,2.72,GA
2769496041.0,12231.0,584.0,4.77,SC
2769497650.0,1773.0,19.0,1.07,PA
2769506153.0,1999.0,59.0,2.95,NC
2769511229.0,16662.0,897.0,5.38,NC
2769515444.0,11228.0,421.0,3.75,FL
2769515865.0,12460.0,322.0,2.58,TX
2769516152.0,260.0,12.0,4.62,IL
2769517176.0,3018.0,95.0,3.15,FL
2769517853.0,2887.0,11.0,0.38,FL
2769518968.0,288.0,52.0,18.06,FL
2769519370.0,10211.0,127.0,1.24,TN
2769519388.0,743.0,52.0,7.0,NE
2769520543.0,740.0,93.0,12.57,FL
2769525310.0,10932.0,395.0,3.61,AL
2769525641.0,16764.0,1154.0,6.88,AL
2769526888.0,274.0,0.0,0.0,NY
2769534643.0,7127.0,254.0,3.56,VA
2769538982.0,3925.0,96.0,2.45,WI
2769550938.0,16475.0,1221.0,7.41,FL
2769552918.0,5569.0,216.0,3.88,TX
2769558766.0,2127.0,93.0,4.37,VT
2769566264.0,353.0,27.0,7.65,VA
2769574565.0,11506.0,210.0,1.83,TX
2769574698.0,1505.0,949.0,63.06,FL
2769574771.0,3549.0,54.0,1.52,CA
2769574953.0,905.0,494.0,54.59,NY
2769576941.0,3969.0,106.0,2.67,PA
2769576990.0,204.0,24.0,11.76,CA
2769577550.0,10640.0,337.0,3.17,MA
2769584226.0,905.0,54.0,5.97,NY
2769585272.0,10568.0,89.0,0.84,LA
2769589779.0,2108.0,64.0,3.04,OH
2769604206.0,352.0,29.0,8.24,IL
2769621739.0,1317.0,67.0,5.09,TX
2769624147.0,279.0,27.0,9.68,NC
2769624501.0,1547.0,151.0,9.76,CO
2769626324.0,1634.0,84.0,5.14,GA
2769626357.0,316.0,12.0,3.8,NY
2769634476.0,208.0,11.0,5.29,IL
2769647684.0,13056.0,109.0,0.83,FL
2769649722.0,5732.0,16.0,0.28,NY
2769660877.0,6937.0,295.0,4.25,CA
2769661438.0,294.0,12.0,4.08,DE
2769665744.0,12328.0,570.0,4.62,PA
2769669472.0,597.0,31.0,5.19,VA
2769676865.0,10308.0,95.0,0.92,NC
2769701796.0,262.0,15.0,5.73,OH
2769783653.0,636.0,20.0,3.14,TX
2769798339.0,244.0,11.0,4.51,NY
2860303849.0,4248.0,31.0,0.73,TX
2860384112.0,7955.0,63.0,0.79,AZ
2860384302.0,8043.0,527.0,6.55,MI
2860390937.0,33662.0,746.0,2.22,PA
2860395621.0,45561.0,1488.0,3.27,SC
2860398922.0,3281.0,251.0,7.65,NJ
2860408432.0,7236.0,319.0,4.41,CA
2860411261.0,20134.0,1001.0,4.97,PA
2860416161.0,3763.0,122.0,3.24,CA
2860422862.0,74.0,0.0,0.0,MA
2860427648.0,182.0,11.0,6.04,AL
2860428448.0,5880.0,85.0,1.45,PA
2860429685.0,155.0,15.0,9.68,WA
2860431582.0,3573.0,45.0,1.26,MA
2860437670.0,6652.0,132.0,1.98,NJ
2860443496.0,3874.0,79.0,2.04,IL
2860444098.0,637.0,21.0,3.3,MI
2860446424.0,13098.0,8489.0,64.81,KY
2860458148.0,507.0,30.0,5.92,MI
2860461043.0,284.0,15.0,5.28,MI
2860465168.0,9904.0,471.0,4.76,MA
2860470036.0,7770.0,903.0,11.62,NV
2860470390.0,1141.0,714.0,62.58,VA
2860472859.0,2249.0,1373.0,61.05,NY
2860476306.0,2351.0,41.0,1.74,CA
2860479417.0,6038.0,248.0,4.11,FL
2860480928.0,3889.0,265.0,6.81,WI
2860480936.0,4400.0,147.0,3.34,DC
2860485497.0,1333.0,203.0,15.23,WI
2860488459.0,9731.0,301.0,3.09,NC
2860491222.0,5143.0,3758.0,73.07,CA
2860492303.0,3894.0,118.0,3.03,NH
2860494374.0,598.0,26.0,4.35,DE
2860495538.0,4573.0,159.0,3.48,TX
2860498011.0,34717.0,1963.0,5.65,OK
2860499282.0,448.0,39.0,8.71,FL
2860516697.0,2889.0,70.0,2.42,CO
2860521325.0,17910.0,912.0,5.09,NC
2860521804.0,14.0,0.0,0.0,OH
2860529187.0,655.0,79.0,12.06,PA
2860533122.0,365.0,48.0,13.15,OH
2860539053.0,2444.0,102.0,4.17,CT
2860539137.0,255.0,17.0,6.67,GA
2860541117.0,9651.0,513.0,5.32,FL
2860543105.0,1986.0,112.0,5.64,NC
2860564127.0,2177.0,0.0,0.0,GA
2860566866.0,6011.0,146.0,2.43,MA
2860569290.0,21243.0,642.0,3.02,TX
2860570231.0,1239.0,53.0,4.28,NJ
2860573300.0,262.0,21.0,8.02,CA
2860575180.0,9822.0,456.0,4.64,ID
2860587862.0,2185.0,1376.0,62.97,ID
2860588167.0,12929.0,764.0,5.91,TN
2860588803.0,482.0,39.0,8.09,TX
2860595980.0,740.0,48.0,6.49,OR
2860596848.0,213.0,36.0,16.9,ID
2860599479.0,9492.0,429.0,4.52,TX
2860617792.0,6633.0,225.0,3.39,OH
2860619863.0,700.0,35.0,5.0,FL
2860621638.0,9350.0,375.0,4.01,FL
2860623303.0,389.0,33.0,8.48,GA
2860626892.0,402.0,15.0,3.73,KS
2860629979.0,359.0,24.0,6.69,OH
2860640216.0,10966.0,186.0,1.7,TX
2860645702.0,188.0,14.0,7.45,NJ
2860646247.0,99.0,0.0,0.0,OH
2860652252.0,2329.0,102.0,4.38,AZ
2860654688.0,155.0,0.0,0.0,NY
2860663929.0,17.0,0.0,0.0,NV
2860664349.0,18415.0,674.0,3.66,SC
2860664901.0,442.0,128.0,28.96,SC
2860665577.0,473.0,94.0,19.87,TX
2860667102.0,2227.0,44.0,1.98,NY
2860676772.0,2628.0,73.0,2.78,PA
2860683018.0,6288.0,260.0,4.13,CA
2860706975.0,3863.0,1649.0,42.69,CA
2860707510.0,658.0,80.0,12.16,MI
2860714326.0,320.0,22.0,6.88,CA
2860786258.0,317.0,14.0,4.42,CT
2860796398.0,71.0,0.0,0.0,NY
2961303821.0,6477.0,403.0,6.22,TX
2961315635.0,3928.0,173.0,4.4,MN
2961395538.0,6323.0,282.0,4.46,MA
2961398516.0,1846.0,53.0,2.87,NC
2961401872.0,5381.0,135.0,2.51,IL
2961405741.0,11836.0,183.0,1.55,NH
2961408901.0,2429.0,136.0,5.6,TX
2961409487.0,2847.0,230.0,8.08,TX
2961410592.0,22817.0,79.0,0.35,FL
2961412127.0,5882.0,98.0,1.67,NJ
2961413364.0,4705.0,68.0,1.45,IL
2961414149.0,40893.0,2450.0,5.99,MO
2961415419.0,14151.0,740.0,5.23,TN
2961421953.0,2520.0,57.0,2.26,IL
2961425863.0,2393.0,29.0,1.21,OH
2961429485.0,276.0,35.0,12.68,OH
2961431309.0,2676.0,297.0,11.1,OK
2961444229.0,7632.0,148.0,1.94,FL
2961451588.0,2735.0,86.0,3.14,PA
2961456751.0,6304.0,53.0,0.84,CA
2961457445.0,238.0,23.0,9.66,MI
2961458765.0,1154.0,859.0,74.44,MN
2961463823.0,282.0,92.0,32.62,FL
2961463922.0,151.0,22.0,14.57,MI
2961464532.0,3686.0,47.0,1.28,KY
2961467477.0,3979.0,154.0,3.87,IL
2961473434.0,726.0,37.0,5.1,MD
2961477690.0,5564.0,24.0,0.43,CA
2961478235.0,17946.0,2392.0,13.33,SC
2961478474.0,7173.0,73.0,1.02,VA
2961481866.0,337.0,76.0,22.55,GA
2961482393.0,2960.0,29.0,0.98,FL
2961488838.0,10951.0,101.0,0.92,FL
2961491188.0,401.0,26.0,6.48,TX
2961492970.0,391.0,46.0,11.76,GA
2961495601.0,7111.0,528.0,7.43,NY
2961496526.0,2638.0,61.0,2.31,TX
2961500640.0,504.0,59.0,11.71,IL
2961535521.0,211.0,29.0,13.74,CO
2961536016.0,383.0,26.0,6.79,NC
2961536974.0,194.0,11.0,5.67,TX
2961539713.0,7762.0,213.0,2.74,PA
2961539820.0,11124.0,365.0,3.28,KY
2961543780.0,237.0,25.0,10.55,GA
2961546189.0,2516.0,25.0,0.99,MD
2961546486.0,14268.0,353.0,2.47,GA
2961546932.0,355.0,28.0,7.89,MN
2961548680.0,4342.0,71.0,1.64,FL
2961549068.0,22037.0,1030.0,4.67,CA
2961552088.0,146.0,27.0,18.49,FL
2961554050.0,3178.0,1512.0,47.58,TX
2961563226.0,1928.0,62.0,3.22,MI
2961565155.0,4154.0,67.0,1.61,OK
2961567565.0,5261.0,627.0,11.92,MI
2961577051.0,3751.0,314.0,8.37,FL
2961578711.0,6804.0,785.0,11.54,MI
2961578885.0,230.0,21.0,9.13,IL
2961579164.0,199.0,14.0,7.04,MN
2961581491.0,11398.0,447.0,3.92,CA
2961589254.0,46762.0,1901.0,4.07,CA
2961592613.0,4024.0,57.0,1.42,CA
2961595905.0,10236.0,589.0,5.75,TX
2961596606.0,690.0,54.0,7.83,IN
2961596846.0,1768.0,17.0,0.96,NJ
2961622907.0,885.0,39.0,4.41,DC
2961624796.0,3866.0,354.0,9.16,LA
2961646237.0,553.0,27.0,4.88,OH
2961648993.0,328.0,18.0,5.49,PA
2961649199.0,525.0,16.0,3.05,OR
2961649454.0,263.0,23.0,8.75,TX
2961649728.0,165.0,0.0,0.0,OH
2961650825.0,122.0,16.0,13.11,IA
2961653688.0,10312.0,377.0,3.66,GA
2961659008.0,361.0,21.0,5.82,PA
2961662622.0,21725.0,961.0,4.42,PA
2961670617.0,11836.0,165.0,1.39,FL
2961670781.0,32540.0,773.0,2.38,PA
2961670815.0,365.0,33.0,9.04,PA
2961672472.0,34.0,0.0,0.0,VA
2961676192.0,766.0,0.0,0.0,VA
2961689732.0,164.0,20.0,12.2,IL
2961695382.0,7784.0,182.0,2.34,GA
2961695564.0,17471.0,915.0,5.24,FL
2961696398.0,1821.0,58.0,3.19,CA
2961711981.0,246.0,18.0,7.32,PA
2961716543.0,263.0,11.0,4.18,NY
2961719216.0,258.0,20.0,7.75,CT
2961722582.0,2345.0,30.0,1.28,PA
2961729140.0,47.0,0.0,0.0,FL
2961792684.0,92.0,11.0,11.96,MI
3072400530.0,2101.0,110.0,5.24,WA
3072400670.0,2168.0,134.0,6.18,NC
3072404375.0,738.0,157.0,21.27,MI
3072413921.0,1248.0,49.0,3.93,CA
3072414564.0,47601.0,2387.0,5.01,GA
3072416403.0,3676.0,2218.0,60.34,IL
3072502046.0,236.0,39.0,16.53,TX
3072502277.0,3795.0,292.0,7.69,IL
3072504729.0,7164.0,401.0,5.6,OH
3072508829.0,3003.0,80.0,2.66,AZ
3072509678.0,7208.0,293.0,4.06,NJ
3072512607.0,251.0,54.0,21.51,TN
3072515618.0,115.0,0.0,0.0,CT
3072517085.0,18908.0,1027.0,5.43,SD
3072517861.0,531.0,131.0,24.67,WI
3072525633.0,28421.0,867.0,3.05,CA
3072529007.0,6901.0,169.0,2.45,NY
3072533652.0,3834.0,141.0,3.68,NY
3072535491.0,11642.0,278.0,2.39,TX
3072537273.0,1493.0,66.0,4.42,HI
3072537521.0,318.0,44.0,13.84,ID
3072540210.0,611.0,224.0,36.66,CO
3072542992.0,250.0,50.0,20.0,NY
3072543289.0,3820.0,72.0,1.88,TX
3072546613.0,2059.0,37.0,1.8,TN
3072548486.0,3908.0,11.0,0.28,NJ
3072558154.0,7438.0,164.0,2.2,NV
3072559251.0,1395.0,27.0,1.94,GA
3072562107.0,6353.0,92.0,1.45,NY
3072572650.0,9818.0,151.0,1.54,SC
3072577659.0,32605.0,2347.0,7.2,FL
3072581040.0,4994.0,36.0,0.72,FL
3072586437.0,7031.0,361.0,5.13,MI
3072591577.0,18104.0,1120.0,6.19,OK
3072592286.0,7810.0,114.0,1.46,NY
3072593771.0,8571.0,224.0,2.61,AZ
3072594357.0,6879.0,87.0,1.26,VA
3072599257.0,440.0,186.0,42.27,ME
3072600246.0,683.0,80.0,11.71,LA
3072600733.0,141.0,29.0,20.57,VA
3072603216.0,249.0,12.0,4.82,TN
3072603794.0,249.0,144.0,57.83,NC
3072606631.0,552.0,80.0,14.49,NC
3072608959.0,1037.0,0.0,0.0,CA
3072609577.0,339.0,15.0,4.42,AR
3072614494.0,3707.0,104.0,2.81,TX
3072617398.0,6917.0,106.0,1.53,OH
3072637768.0,13260.0,484.0,3.65,PA
3072640127.0,2737.0,46.0,1.68,FL
3072645399.0,6142.0,426.0,6.94,FL
3072645894.0,7548.0,323.0,4.28,FL
3072648567.0,377.0,23.0,6.1,CA
3072654326.0,2166.0,161.0,7.43,GA
